scenario_id,scenario_name,primary_stress,range_band,trial_id,config,RMSE_3D_m,FDE_0p3s_m,lock_loss_binary,TFTL_s,cueing_success_binary,modality_switches,p99_tick_latency_ms,notes
S1,Straight approach,CV; increasing acoustic delay,near_100_300m,50,B1,1.607,1.337,1,,,0,0.839,
S1,Straight approach,CV; increasing acoustic delay,near_100_300m,50,B3,1.555,1.118,1,,,0,1.145,
S1,Straight approach,CV; increasing acoustic delay,near_100_300m,50,B4,1.394,1.156,0,0.947,,0,2.329,
S1,Straight approach,CV; increasing acoustic delay,near_100_300m,50,B6,1.258,1.108,0,0.224,1,0,2.42,
S1,Straight approach,CV; increasing acoustic delay,near_100_300m,50,Ours,1.157,1.045,0,0.164,1,3,2.471,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,1,B1,3.04,2.677,1,,,0,0.813,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,1,B3,1.694,1.545,1,,,0,1.169,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,1,B4,1.499,1.222,1,3.388,,0,2.334,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,1,B6,1.522,1.267,0,0.365,1,0,2.396,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,1,Ours,1.934,1.846,0,0.389,1,3,2.543,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,2,B1,1.889,1.557,1,,,0,0.845,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,2,B3,1.977,1.702,1,,,0,1.233,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,2,B4,2.265,1.737,0,2.994,,0,2.278,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,2,B6,1.412,0.936,0,0.402,1,0,2.416,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,2,Ours,1.19,0.952,0,0.346,1,3,2.563,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,3,B1,2.5,2.035,1,,,0,0.789,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,3,B3,2.104,1.688,1,,,0,1.152,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,3,B4,2.307,1.794,0,3.361,,0,2.31,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,3,B6,1.884,1.63,0,0.366,1,0,2.393,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,3,Ours,1.742,1.381,0,0.409,1,3,2.421,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,4,B1,2.304,2.004,1,,,0,0.792,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,4,B3,2.192,2.063,1,,,0,1.149,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,4,B4,1.703,1.25,0,2.793,,0,2.308,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,4,B6,2.22,1.757,0,0.355,1,0,2.372,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,4,Ours,1.39,1.197,0,0.407,0,1,2.512,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,5,B1,2.124,1.831,1,,,0,0.767,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,5,B3,1.976,1.394,1,,,0,1.172,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,5,B4,2.066,1.799,0,3.223,,0,2.374,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,5,B6,1.438,1.152,0,0.346,1,0,2.441,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,5,Ours,1.563,1.272,0,0.437,1,2,2.478,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,6,B1,2.108,1.738,1,,,0,0.769,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,6,B3,2.33,1.947,1,,,0,1.188,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,6,B4,1.393,1.107,0,3.37,,0,2.284,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,6,B6,1.945,1.553,0,0.44,1,0,2.399,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,6,Ours,2.112,1.633,0,0.404,1,1,2.495,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,7,B1,2.626,2.114,1,,,0,0.762,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,7,B3,1.673,1.413,1,,,0,1.183,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,7,B4,1.749,1.614,0,3.145,,0,2.228,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,7,B6,1.811,1.468,0,0.383,1,0,2.472,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,7,Ours,1.304,0.978,0,0.368,1,1,2.52,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,8,B1,2.417,2.032,1,,,0,0.8,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,8,B3,2.177,1.801,1,,,0,1.283,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,8,B4,1.68,1.529,1,2.92,,0,2.237,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,8,B6,1.947,1.615,0,0.361,1,0,2.433,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,8,Ours,1.502,1.149,0,0.429,1,1,2.479,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,9,B1,2.726,2.205,1,,,0,0.848,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,9,B3,1.93,1.517,1,,,0,1.095,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,9,B4,1.984,1.45,0,3.017,,0,2.239,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,9,B6,1.898,1.437,0,0.342,1,0,2.485,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,9,Ours,1.8,1.286,0,0.377,1,2,2.493,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,10,B1,2.517,2.109,1,,,0,0.85,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,10,B3,2.139,1.794,1,,,0,1.149,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,10,B4,1.729,1.427,0,3.38,,0,2.225,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,10,B6,1.421,1.277,0,0.389,1,0,2.393,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,10,Ours,2.251,1.971,0,0.485,1,2,2.549,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,11,B1,2.421,2.034,1,,,0,0.783,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,11,B3,1.203,0.838,1,,,0,1.275,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,11,B4,2.051,1.633,0,3.836,,0,2.277,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,11,B6,2.183,1.937,0,0.44,1,0,2.398,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,11,Ours,2.0,1.615,0,0.444,1,2,2.492,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,12,B1,1.7,1.357,1,,,0,0.777,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,12,B3,2.143,1.906,1,,,0,1.169,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,12,B4,1.924,1.481,0,3.242,,0,2.294,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,12,B6,1.854,1.565,0,0.349,1,0,2.355,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,12,Ours,1.546,1.166,0,0.416,1,3,2.598,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,13,B1,2.596,2.126,1,,,0,0.742,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,13,B3,1.773,1.48,1,,,0,1.109,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,13,B4,2.387,1.753,0,2.98,,0,2.321,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,13,B6,1.478,1.165,0,0.427,1,0,2.467,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,13,Ours,1.766,1.475,0,0.364,1,2,2.541,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,14,B1,2.542,2.163,1,,,0,0.704,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,14,B3,2.044,1.627,1,,,0,1.274,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,14,B4,2.122,1.674,0,3.039,,0,2.291,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,14,B6,1.828,1.567,0,0.468,1,0,2.355,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,14,Ours,1.536,1.195,0,0.375,1,1,2.44,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,15,B1,2.497,1.922,1,,,0,0.807,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,15,B3,2.146,1.831,1,,,0,1.177,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,15,B4,1.862,1.59,0,3.189,,0,2.216,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,15,B6,2.182,1.71,0,0.376,1,0,2.422,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,15,Ours,1.506,1.345,0,0.386,1,2,2.544,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,16,B1,3.146,2.744,1,,,0,0.859,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,16,B3,1.402,1.078,1,,,0,1.238,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,16,B4,1.848,1.57,0,3.586,,0,2.274,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,16,B6,1.684,1.409,0,0.345,1,0,2.465,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,16,Ours,1.359,0.989,0,0.445,1,2,2.383,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,17,B1,1.787,1.505,1,,,0,0.84,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,17,B3,2.233,1.916,0,,,0,1.296,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,17,B4,2.141,1.723,0,3.727,,0,2.342,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,17,B6,1.849,1.52,0,0.39,1,0,2.386,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,17,Ours,1.61,1.429,0,0.34,1,3,2.411,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,18,B1,2.3,1.887,1,,,0,0.861,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,18,B3,1.977,1.578,1,,,0,1.336,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,18,B4,1.978,1.484,0,3.328,,0,2.287,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,18,B6,1.947,1.629,0,0.328,1,0,2.385,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,18,Ours,1.38,1.19,0,0.288,1,3,2.44,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,19,B1,2.408,1.938,1,,,0,0.793,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,19,B3,1.89,1.469,1,,,0,1.227,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,19,B4,1.542,1.147,0,3.46,,0,2.241,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,19,B6,1.453,1.431,0,0.471,1,0,2.331,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,19,Ours,1.852,1.43,0,0.388,1,2,2.613,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,20,B1,2.704,2.142,1,,,0,0.839,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,20,B3,1.84,1.638,1,,,0,1.184,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,20,B4,1.756,1.342,0,3.324,,0,2.332,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,20,B6,1.957,1.52,0,0.367,1,0,2.473,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,20,Ours,1.935,1.575,0,0.413,1,1,2.497,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,21,B1,2.016,1.797,1,,,0,0.731,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,21,B3,2.255,1.927,0,,,0,1.207,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,21,B4,1.564,1.288,0,2.761,,0,2.331,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,21,B6,1.758,1.406,0,0.419,1,0,2.325,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,21,Ours,1.769,1.581,0,0.398,1,1,2.456,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,22,B1,2.697,2.173,1,,,0,0.817,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,22,B3,2.025,1.545,1,,,0,1.227,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,22,B4,1.914,1.596,0,2.74,,0,2.25,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,22,B6,1.848,1.504,0,0.412,1,0,2.321,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,22,Ours,1.734,1.419,0,0.39,1,2,2.472,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,23,B1,2.213,1.816,1,,,0,0.749,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,23,B3,2.11,1.798,1,,,0,1.218,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,23,B4,1.561,1.185,0,3.413,,0,2.327,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,23,B6,2.053,1.655,0,0.412,1,0,2.358,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,23,Ours,1.745,1.25,0,0.423,1,1,2.533,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,24,B1,2.122,1.749,1,,,0,0.766,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,24,B3,2.382,1.778,1,,,0,1.103,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,24,B4,1.718,1.481,0,2.709,,0,2.387,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,24,B6,2.111,2.058,0,0.401,1,0,2.388,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,24,Ours,1.71,1.378,0,0.407,1,2,2.483,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,25,B1,2.251,1.797,1,,,0,0.8,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,25,B3,2.119,1.652,1,,,0,1.223,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,25,B4,1.525,1.175,0,3.773,,0,2.253,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,25,B6,1.755,1.452,0,0.378,1,0,2.313,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,25,Ours,1.657,1.334,0,0.388,1,3,2.474,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,26,B1,2.865,2.334,1,,,0,0.802,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,26,B3,1.19,0.963,1,,,0,1.203,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,26,B4,1.491,1.214,0,2.89,,0,2.275,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,26,B6,1.456,1.303,0,0.363,1,0,2.4,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,26,Ours,1.752,1.5,0,0.471,1,2,2.579,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,27,B1,2.001,1.787,1,,,0,0.787,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,27,B3,2.058,1.668,1,,,0,1.146,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,27,B4,2.233,1.875,1,3.115,,0,2.32,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,27,B6,2.015,1.433,0,0.35,1,0,2.394,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,27,Ours,1.327,1.138,0,0.382,1,2,2.477,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,28,B1,2.816,2.334,1,,,0,0.758,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,28,B3,1.791,1.45,1,,,0,1.167,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,28,B4,1.855,1.488,0,3.343,,0,2.277,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,28,B6,1.681,1.477,0,0.432,1,0,2.353,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,28,Ours,1.296,0.984,0,0.355,1,3,2.579,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,29,B1,2.259,1.772,1,,,0,0.823,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,29,B3,2.03,1.727,1,,,0,1.229,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,29,B4,1.706,1.287,0,3.404,,0,2.337,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,29,B6,1.972,1.748,0,0.295,1,0,2.23,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,29,Ours,1.432,1.177,0,0.387,1,1,2.505,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,30,B1,2.11,1.736,1,,,0,0.733,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,30,B3,1.789,1.369,1,,,0,1.231,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,30,B4,1.665,1.386,0,3.264,,0,2.266,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,30,B6,2.011,1.663,0,0.41,1,0,2.337,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,30,Ours,1.28,1.053,0,0.394,0,3,2.562,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,31,B1,2.385,1.93,1,,,0,0.655,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,31,B3,1.696,1.541,1,,,0,1.256,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,31,B4,1.512,1.605,0,2.858,,0,2.375,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,31,B6,1.011,0.948,0,0.406,1,0,2.491,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,31,Ours,1.342,1.228,0,0.411,1,1,2.524,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,32,B1,2.496,1.924,1,,,0,0.775,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,32,B3,1.848,1.598,1,,,0,1.195,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,32,B4,2.134,1.714,0,3.269,,0,2.275,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,32,B6,1.82,1.39,0,0.39,1,0,2.472,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,32,Ours,1.648,1.393,0,0.401,1,1,2.596,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,33,B1,2.095,1.681,1,,,0,0.732,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,33,B3,2.073,1.732,1,,,0,1.185,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,33,B4,1.707,1.631,0,3.471,,0,2.286,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,33,B6,2.291,1.881,0,0.395,1,0,2.345,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,33,Ours,1.507,1.264,0,0.409,1,2,2.552,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,34,B1,2.213,1.888,1,,,0,0.867,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,34,B3,2.369,1.993,1,,,0,1.097,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,34,B4,2.187,1.833,0,3.933,,0,2.312,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,34,B6,1.985,1.72,0,0.281,1,0,2.472,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,34,Ours,1.706,1.342,0,0.413,1,1,2.485,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,35,B1,1.814,1.643,1,,,0,0.766,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,35,B3,2.101,1.7,1,,,0,1.165,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,35,B4,1.816,1.485,0,3.354,,0,2.327,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,35,B6,1.804,1.467,0,0.449,1,0,2.264,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,35,Ours,1.621,1.357,0,0.398,1,2,2.477,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,36,B1,2.734,2.373,1,,,0,0.905,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,36,B3,2.633,2.236,1,,,0,1.248,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,36,B4,1.647,1.264,0,3.073,,0,2.279,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,36,B6,1.467,1.283,0,0.416,1,0,2.412,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,36,Ours,1.365,1.067,0,0.391,1,1,2.525,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,37,B1,2.345,2.059,1,,,0,0.774,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,37,B3,2.63,2.347,1,,,0,1.216,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,37,B4,1.923,1.708,0,2.841,,0,2.345,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,37,B6,1.922,1.403,0,0.378,1,0,2.424,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,37,Ours,2.002,1.732,0,0.378,1,3,2.533,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,38,B1,1.952,1.661,1,,,0,0.655,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,38,B3,2.107,1.847,1,,,0,1.229,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,38,B4,1.952,1.822,0,2.989,,0,2.325,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,38,B6,1.712,1.237,0,0.353,1,0,2.441,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,38,Ours,1.616,1.359,0,0.495,1,2,2.436,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,39,B1,1.955,1.693,1,,,0,0.792,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,39,B3,1.852,1.467,1,,,0,1.123,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,39,B4,1.928,1.596,0,2.78,,0,2.32,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,39,B6,1.657,1.512,0,0.446,1,0,2.453,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,39,Ours,1.858,1.736,0,0.413,1,1,2.422,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,40,B1,2.339,1.715,1,,,0,0.879,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,40,B3,2.374,1.893,1,,,0,1.246,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,40,B4,1.76,1.714,0,2.817,,0,2.301,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,40,B6,2.328,1.977,0,0.438,1,0,2.472,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,40,Ours,1.507,1.192,0,0.479,1,1,2.502,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,41,B1,2.0,1.658,1,,,0,0.89,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,41,B3,1.708,1.191,1,,,0,1.164,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,41,B4,1.61,1.363,0,3.153,,0,2.261,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,41,B6,2.053,1.729,0,0.421,1,0,2.382,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,41,Ours,2.137,1.723,0,0.368,1,2,2.509,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,42,B1,2.672,2.248,1,,,0,0.777,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,42,B3,2.445,2.0,1,,,0,1.163,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,42,B4,2.76,2.201,0,3.156,,0,2.237,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,42,B6,1.864,1.474,0,0.449,1,0,2.409,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,42,Ours,1.549,1.257,0,0.402,1,2,2.451,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,43,B1,2.682,2.274,1,,,0,0.782,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,43,B3,1.955,1.761,1,,,0,1.198,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,43,B4,2.333,1.811,0,3.106,,0,2.254,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,43,B6,1.934,1.579,0,0.45,1,0,2.469,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,43,Ours,1.332,1.048,0,0.403,1,2,2.539,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,44,B1,2.166,1.621,1,,,0,0.797,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,44,B3,2.064,1.744,1,,,0,1.283,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,44,B4,1.912,1.617,0,2.87,,0,2.334,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,44,B6,2.002,1.626,0,0.398,1,0,2.425,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,44,Ours,1.389,0.967,0,0.474,1,1,2.524,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,45,B1,2.117,1.481,1,,,0,0.84,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,45,B3,2.025,1.687,1,,,0,1.172,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,45,B4,2.033,1.566,0,3.323,,0,2.313,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,45,B6,1.858,1.474,0,0.405,1,0,2.365,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,45,Ours,1.271,1.131,0,0.446,1,1,2.533,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,46,B1,2.467,2.028,1,,,0,0.775,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,46,B3,2.003,1.798,1,,,0,1.147,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,46,B4,2.113,1.762,0,2.669,,0,2.258,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,46,B6,1.767,1.464,0,0.413,1,0,2.431,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,46,Ours,1.47,1.409,0,0.378,1,2,2.474,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,47,B1,2.637,2.086,1,,,0,0.761,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,47,B3,2.154,1.655,1,,,0,1.13,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,47,B4,2.162,1.768,1,2.826,,0,2.353,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,47,B6,1.348,1.127,0,0.368,1,0,2.382,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,47,Ours,1.871,1.556,0,0.412,1,2,2.462,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,48,B1,1.751,1.405,1,,,0,0.823,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,48,B3,1.928,1.538,1,,,0,1.167,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,48,B4,1.9,1.541,0,3.318,,0,2.395,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,48,B6,1.895,1.464,0,0.414,1,0,2.374,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,48,Ours,1.685,1.237,0,0.461,1,3,2.514,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,49,B1,2.876,2.548,1,,,0,0.849,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,49,B3,1.229,0.948,1,,,0,1.192,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,49,B4,2.168,1.824,1,2.915,,0,2.306,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,49,B6,1.447,1.068,0,0.432,1,0,2.481,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,49,Ours,1.683,1.401,0,0.412,1,2,2.519,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,50,B1,2.669,2.165,1,,,0,0.782,
