scenario_id,scenario_name,primary_stress,range_band,trial_id,config,RMSE_3D_m,FDE_0p3s_m,lock_loss_binary,TFTL_s,cueing_success_binary,modality_switches,p99_tick_latency_ms,notes
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,50,B3,2.032,1.649,1,,,0,1.226,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,50,B4,2.279,1.812,0,3.083,,0,2.275,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,50,B6,2.232,1.8,0,0.407,1,0,2.365,
S1,Straight approach,CV; increasing acoustic delay,far_300_800m,50,Ours,1.651,1.43,0,0.445,1,3,2.558,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,1,B1,1.295,1.264,0,,,0,0.867,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,1,B3,1.796,1.703,1,,,0,1.138,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,1,B4,1.09,0.8,0,0.898,,0,2.263,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,1,B6,1.756,1.433,0,0.227,1,0,2.442,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,1,Ours,1.55,1.2,0,0.2,1,1,2.519,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,2,B1,2.052,1.652,1,,,0,0.774,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,2,B3,1.8,1.299,1,,,0,1.253,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,2,B4,1.288,1.189,0,0.766,,0,2.26,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,2,B6,1.65,1.462,0,0.204,1,0,2.402,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,2,Ours,1.53,1.31,0,0.204,1,1,2.517,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,3,B1,1.597,1.556,1,,,0,0.785,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,3,B3,1.461,1.12,1,,,0,1.144,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,3,B4,1.814,1.517,0,0.804,,0,2.334,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,3,B6,1.879,1.484,0,0.197,1,0,2.421,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,3,Ours,1.151,0.908,0,0.209,1,3,2.501,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,4,B1,1.903,1.521,1,,,0,0.82,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,4,B3,1.914,1.737,1,,,0,1.247,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,4,B4,1.386,1.206,0,0.995,,0,2.334,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,4,B6,1.81,1.675,0,0.185,1,0,2.413,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,4,Ours,1.404,1.23,0,0.2,1,2,2.426,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,5,B1,2.185,1.695,1,,,0,0.802,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,5,B3,1.816,1.397,0,,,0,1.24,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,5,B4,1.392,0.925,0,0.907,,0,2.342,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,5,B6,1.236,1.134,1,0.178,1,0,2.374,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,5,Ours,1.496,1.221,0,0.154,1,1,2.538,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,6,B1,2.128,1.696,1,,,0,0.853,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,6,B3,1.705,1.538,1,,,0,1.199,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,6,B4,1.584,1.518,0,0.981,,0,2.32,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,6,B6,1.439,1.233,0,0.161,1,0,2.426,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,6,Ours,1.2,0.899,0,0.19,1,1,2.515,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,7,B1,2.426,1.931,1,,,0,0.786,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,7,B3,2.037,1.613,1,,,0,1.243,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,7,B4,1.28,1.062,1,0.892,,0,2.328,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,7,B6,1.322,0.987,1,0.214,1,0,2.371,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,7,Ours,1.368,0.896,0,0.237,1,2,2.512,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,8,B1,2.408,1.81,1,,,0,0.835,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,8,B3,1.693,1.337,1,,,0,1.278,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,8,B4,1.442,1.328,0,0.982,,0,2.329,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,8,B6,1.821,1.441,0,0.181,1,0,2.395,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,8,Ours,1.4,1.112,0,0.171,1,3,2.55,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,9,B1,2.27,1.873,1,,,0,0.82,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,9,B3,1.558,1.062,1,,,0,1.23,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,9,B4,1.542,1.449,0,0.869,,0,2.281,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,9,B6,1.839,1.526,0,0.218,1,0,2.491,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,9,Ours,1.307,1.121,0,0.2,1,2,2.424,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,10,B1,2.65,2.233,1,,,0,0.808,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,10,B3,1.903,1.571,1,,,0,1.234,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,10,B4,1.129,0.909,0,0.858,,0,2.248,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,10,B6,1.71,1.448,0,0.204,1,0,2.468,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,10,Ours,1.305,0.917,0,0.231,1,1,2.44,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,11,B1,1.613,1.354,1,,,0,0.781,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,11,B3,1.797,1.327,1,,,0,1.195,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,11,B4,1.365,1.222,0,0.887,,0,2.323,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,11,B6,2.274,1.981,0,0.21,1,0,2.37,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,11,Ours,1.516,1.19,0,0.204,1,3,2.393,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,12,B1,1.846,1.563,1,,,0,0.858,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,12,B3,1.773,1.393,1,,,0,1.305,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,12,B4,1.583,1.167,0,0.933,,0,2.258,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,12,B6,1.526,1.103,0,0.153,1,0,2.418,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,12,Ours,1.341,1.157,0,0.184,1,3,2.485,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,13,B1,2.039,1.854,1,,,0,0.831,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,13,B3,2.081,1.685,1,,,0,1.219,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,13,B4,1.602,1.228,0,0.866,,0,2.334,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,13,B6,1.481,1.402,0,0.218,1,0,2.351,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,13,Ours,1.772,1.544,0,0.213,1,1,2.464,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,14,B1,2.192,1.756,0,,,0,0.719,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,14,B3,2.363,2.167,1,,,0,1.108,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,14,B4,1.709,1.353,0,0.769,,0,2.428,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,14,B6,1.578,1.326,0,0.209,1,0,2.483,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,14,Ours,1.578,1.441,0,0.215,1,2,2.539,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,15,B1,2.368,1.921,1,,,0,0.815,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,15,B3,1.963,1.697,1,,,0,1.204,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,15,B4,1.742,1.569,0,0.901,,0,2.377,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,15,B6,1.539,1.306,0,0.19,1,0,2.384,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,15,Ours,1.329,1.169,0,0.185,1,1,2.474,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,16,B1,1.702,1.576,1,,,0,0.846,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,16,B3,2.308,1.981,1,,,0,1.175,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,16,B4,1.592,1.253,0,0.854,,0,2.284,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,16,B6,1.376,1.236,1,0.211,1,0,2.373,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,16,Ours,2.019,1.753,0,0.198,1,2,2.492,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,17,B1,1.92,1.592,1,,,0,0.79,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,17,B3,1.557,1.272,1,,,0,1.194,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,17,B4,1.846,1.585,0,0.871,,0,2.25,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,17,B6,1.842,1.44,0,0.193,1,0,2.486,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,17,Ours,1.102,0.794,0,0.219,1,1,2.492,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,18,B1,2.423,2.015,1,,,0,0.841,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,18,B3,1.63,1.486,0,,,0,1.201,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,18,B4,1.793,1.343,0,0.991,,0,2.332,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,18,B6,1.592,1.259,0,0.207,1,0,2.549,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,18,Ours,1.287,1.066,0,0.216,1,2,2.51,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,19,B1,1.932,1.607,1,,,0,0.805,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,19,B3,1.702,1.489,1,,,0,1.255,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,19,B4,2.084,1.556,0,0.891,,0,2.252,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,19,B6,1.545,1.308,0,0.163,1,0,2.426,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,19,Ours,1.165,0.97,0,0.205,1,1,2.523,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,20,B1,2.613,2.276,1,,,0,0.751,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,20,B3,1.608,1.186,1,,,0,1.144,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,20,B4,1.933,1.429,0,0.98,,0,2.264,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,20,B6,1.106,0.923,0,0.227,1,0,2.428,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,20,Ours,1.551,1.182,0,0.198,0,2,2.465,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,21,B1,1.599,1.293,1,,,0,0.727,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,21,B3,1.896,1.408,1,,,0,1.208,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,21,B4,1.879,1.691,0,0.89,,0,2.295,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,21,B6,1.873,1.488,0,0.188,1,0,2.401,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,21,Ours,1.3,1.147,0,0.175,1,1,2.497,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,22,B1,2.366,1.992,1,,,0,0.85,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,22,B3,1.885,1.432,1,,,0,1.329,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,22,B4,1.854,1.532,1,0.74,,0,2.272,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,22,B6,1.771,1.204,0,0.22,1,0,2.359,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,22,Ours,1.198,1.007,0,0.216,1,3,2.412,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,23,B1,1.671,1.277,1,,,0,0.778,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,23,B3,1.759,1.439,1,,,0,1.197,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,23,B4,1.321,0.949,0,0.87,,0,2.317,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,23,B6,1.834,1.434,0,0.199,1,0,2.349,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,23,Ours,1.415,1.208,0,0.208,1,2,2.591,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,24,B1,2.32,1.968,1,,,0,0.835,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,24,B3,1.431,1.188,1,,,0,1.146,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,24,B4,1.735,1.408,0,0.872,,0,2.297,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,24,B6,2.034,1.592,0,0.155,1,0,2.394,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,24,Ours,1.085,0.813,0,0.179,1,3,2.544,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,25,B1,2.308,1.822,1,,,0,0.787,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,25,B3,1.542,1.191,1,,,0,1.227,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,25,B4,1.654,1.305,0,0.982,,0,2.261,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,25,B6,1.778,1.353,0,0.198,1,0,2.337,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,25,Ours,1.462,1.352,0,0.209,1,1,2.487,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,26,B1,1.592,1.302,1,,,0,0.835,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,26,B3,1.885,1.417,1,,,0,1.208,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,26,B4,1.262,1.117,0,0.861,,0,2.394,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,26,B6,1.715,1.293,1,0.218,1,0,2.459,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,26,Ours,1.38,1.072,0,0.2,1,2,2.596,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,27,B1,2.18,1.908,1,,,0,0.734,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,27,B3,1.83,1.443,1,,,0,1.143,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,27,B4,1.466,1.123,0,0.94,,0,2.226,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,27,B6,1.584,1.27,0,0.169,1,0,2.444,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,27,Ours,1.447,1.18,0,0.212,1,2,2.596,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,28,B1,2.399,1.774,1,,,0,0.75,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,28,B3,1.378,0.999,1,,,0,1.18,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,28,B4,1.807,1.463,0,0.876,,0,2.271,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,28,B6,1.744,1.536,0,0.177,1,0,2.428,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,28,Ours,1.243,0.98,0,0.197,1,2,2.472,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,29,B1,1.631,1.239,1,,,0,0.823,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,29,B3,1.542,1.296,1,,,0,1.139,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,29,B4,1.533,1.139,0,0.743,,0,2.289,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,29,B6,1.773,1.559,0,0.176,1,0,2.484,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,29,Ours,1.296,1.135,0,0.183,1,3,2.462,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,30,B1,2.531,2.084,1,,,0,0.857,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,30,B3,1.523,1.066,1,,,0,1.113,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,30,B4,1.378,1.331,0,0.815,,0,2.341,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,30,B6,1.501,1.446,0,0.175,1,0,2.464,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,30,Ours,1.806,1.539,0,0.152,1,3,2.489,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,31,B1,1.643,1.319,1,,,0,0.776,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,31,B3,1.595,1.233,1,,,0,1.113,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,31,B4,1.846,1.333,0,0.748,,0,2.336,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,31,B6,1.941,1.658,1,0.199,1,0,2.386,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,31,Ours,1.449,1.257,0,0.219,1,2,2.401,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,32,B1,1.844,1.434,1,,,0,0.771,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,32,B3,1.441,1.094,1,,,0,1.146,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,32,B4,1.288,0.976,1,0.938,,0,2.29,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,32,B6,1.657,1.276,0,0.202,1,0,2.347,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,32,Ours,1.255,0.933,0,0.213,1,3,2.538,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,33,B1,1.947,1.733,1,,,0,0.898,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,33,B3,1.288,1.153,0,,,0,1.146,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,33,B4,2.101,1.737,0,1.013,,0,2.317,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,33,B6,1.371,1.202,0,0.208,1,0,2.48,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,33,Ours,1.487,1.43,0,0.208,1,2,2.525,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,34,B1,2.137,1.812,1,,,0,0.858,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,34,B3,1.32,1.376,1,,,0,1.134,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,34,B4,1.42,1.139,1,1.018,,0,2.347,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,34,B6,1.394,1.15,0,0.195,1,0,2.381,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,34,Ours,1.527,1.2,0,0.187,1,3,2.471,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,35,B1,1.555,1.201,0,,,0,0.821,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,35,B3,1.921,1.61,1,,,0,1.123,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,35,B4,1.572,1.382,0,0.85,,0,2.35,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,35,B6,1.217,1.056,0,0.222,1,0,2.445,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,35,Ours,1.306,1.255,0,0.211,1,3,2.577,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,36,B1,2.124,1.75,1,,,0,0.865,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,36,B3,1.792,1.359,0,,,0,1.237,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,36,B4,1.323,1.045,0,0.747,,0,2.315,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,36,B6,1.496,1.28,0,0.198,1,0,2.359,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,36,Ours,1.172,0.955,0,0.18,1,3,2.417,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,37,B1,1.86,1.371,1,,,0,0.835,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,37,B3,2.007,1.46,1,,,0,1.159,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,37,B4,1.546,1.032,1,0.905,,0,2.264,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,37,B6,1.594,1.38,0,0.165,1,0,2.39,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,37,Ours,1.752,1.335,0,0.194,0,3,2.481,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,38,B1,2.353,1.763,1,,,0,0.77,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,38,B3,1.681,1.324,1,,,0,1.161,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,38,B4,1.759,1.339,0,0.991,,0,2.267,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,38,B6,1.317,1.241,0,0.173,1,0,2.408,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,38,Ours,1.46,1.243,0,0.191,1,2,2.473,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,39,B1,1.611,1.211,1,,,0,0.762,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,39,B3,1.843,1.625,1,,,0,1.249,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,39,B4,1.317,1.002,0,0.902,,0,2.326,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,39,B6,1.501,1.202,0,0.209,1,0,2.382,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,39,Ours,1.601,1.256,0,0.228,1,3,2.486,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,40,B1,1.937,1.519,1,,,0,0.651,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,40,B3,1.98,1.665,1,,,0,1.177,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,40,B4,1.264,0.931,0,0.955,,0,2.367,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,40,B6,1.575,1.451,0,0.174,1,0,2.419,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,40,Ours,1.305,1.102,0,0.215,1,1,2.454,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,41,B1,1.917,1.534,1,,,0,0.717,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,41,B3,1.414,0.995,1,,,0,1.184,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,41,B4,1.329,0.909,0,1.112,,0,2.301,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,41,B6,1.499,1.133,0,0.222,1,0,2.345,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,41,Ours,1.6,1.269,0,0.179,1,3,2.573,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,42,B1,1.78,1.411,1,,,0,0.811,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,42,B3,1.16,1.068,1,,,0,1.234,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,42,B4,1.609,1.33,0,1.009,,0,2.303,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,42,B6,1.378,1.118,0,0.207,1,0,2.352,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,42,Ours,1.134,0.99,0,0.175,1,3,2.485,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,43,B1,1.902,1.601,1,,,0,0.771,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,43,B3,1.668,1.26,0,,,0,1.179,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,43,B4,1.242,0.938,0,1.016,,0,2.376,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,43,B6,1.738,1.474,0,0.209,1,0,2.393,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,43,Ours,1.464,1.025,0,0.197,1,3,2.485,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,44,B1,2.206,1.81,1,,,0,0.848,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,44,B3,1.601,1.378,1,,,0,1.214,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,44,B4,1.841,1.533,0,0.818,,0,2.26,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,44,B6,1.532,1.125,0,0.212,1,0,2.335,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,44,Ours,1.47,1.345,0,0.199,1,3,2.513,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,45,B1,1.933,1.454,1,,,0,0.754,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,45,B3,2.016,1.695,1,,,0,1.197,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,45,B4,1.32,1.17,0,0.905,,0,2.308,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,45,B6,1.454,0.978,0,0.196,1,0,2.337,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,45,Ours,1.161,1.103,0,0.221,1,1,2.487,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,46,B1,2.048,1.781,1,,,0,0.837,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,46,B3,1.82,1.663,0,,,0,1.171,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,46,B4,1.925,1.45,0,0.82,,0,2.178,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,46,B6,1.228,0.941,0,0.222,1,0,2.387,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,46,Ours,1.338,1.085,0,0.226,0,3,2.529,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,47,B1,1.902,1.388,1,,,0,0.763,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,47,B3,1.981,1.6,1,,,0,1.163,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,47,B4,1.287,1.154,0,0.847,,0,2.289,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,47,B6,1.544,1.331,0,0.214,1,0,2.476,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,47,Ours,1.504,1.386,0,0.201,1,1,2.539,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,48,B1,2.22,1.74,1,,,0,0.815,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,48,B3,1.797,1.585,1,,,0,1.184,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,48,B4,1.989,1.434,0,0.846,,0,2.332,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,48,B6,2.01,1.525,0,0.198,1,0,2.431,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,48,Ours,1.172,0.954,0,0.217,1,3,2.544,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,49,B1,2.351,1.946,1,,,0,0.809,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,49,B3,1.443,1.271,1,,,0,1.241,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,49,B4,1.971,1.624,0,0.969,,0,2.328,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,49,B6,1.71,1.353,0,0.194,1,0,2.525,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,49,Ours,1.468,1.3,0,0.2,1,2,2.452,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,50,B1,2.14,1.803,1,,,0,0.803,
S2,S-turn evasion,IMM CA/CT switching,near_100_300m,50,B3,1.843,1.502,1,,,0,1.236,
